Fire Size,Fire Size Class,Cause Stat,Lat,Lng,State,Reported Date,Resolved Date,Days to Resolve
1159.0,F,Lightning,64.7829,-146.2691,AK,2000-06-24,2000-07-28,34 days
200.0,D,Lightning,41.5092,-112.5481,UT,2009-08-13,2009-08-14,1 days
10.0,C,Lightning,45.82944439999999,-88.6488889,WI,2010-05-06,2010-05-06,0 days
4345.0,F,Lightning,36.2063,-113.775497,AZ,2012-07-11,2012-07-18,7 days
8.2,B,Lightning,25.6255,-80.60264000000001,FL,2009-06-14,2009-06-18,4 days
45.0,C,Lightning,40.2736,-108.9306,CO,2006-06-11,2006-06-12,1 days
3.0,B,Lightning,33.67343,-105.441908,NM,2011-08-16,2011-08-16,0 days
2.12,B,Lightning,31.241,-82.1975,GA,2000-02-10,2000-02-10,0 days
950.0,E,Lightning,37.5239,-114.4289,NV,2007-07-03,2007-07-06,3 days
12.0,C,Lightning,34.57305556,-111.3711111,AZ,2004-03-24,2004-03-29,5 days
0.7,B,Lightning,38.38638889,-120.0313889,CA,2001-09-25,2001-10-01,6 days
73.2,C,Lightning,40.9611,-116.0164,NV,2012-08-09,2012-08-11,2 days
15.0,C,Lightning,43.42166667,-122.1197222,OR,2013-07-31,2013-08-31,31 days
25.0,C,Lightning,30.15853333,-95.09291667,TX,2011-07-07,2011-07-08,1 days
408.0,E,Lightning,37.5669,-108.9673,CO,1996-07-20,1996-07-25,5 days
6057.0,G,Lightning,37.5503,-114.3375,NV,2012-08-01,2012-08-05,4 days
10.8,C,Lightning,44.64502,-105.92618,WY,2012-07-29,2012-07-29,0 days
9.5,B,Lightning,33.26225,-86.31904499999999,AL,2008-08-06,2008-08-06,0 days
2.0,B,Lightning,28.8751,-81.0684,FL,2013-08-31,2013-08-31,0 days
48.7,C,Lightning,36.62777778,-112.2588889,AZ,2004-08-07,2004-08-17,10 days
1.0,B,Lightning,38.80138889,-111.6772222,UT,2002-08-22,2002-08-25,3 days
200.0,D,Lightning,33.0818,-105.1872,NM,1994-06-28,1994-06-29,1 days
2.0,B,Lightning,41.52166667,-121.2852778,CA,2001-09-16,2001-09-16,0 days
1.0,B,Lightning,43.886413,-110.505891,WY,2003-08-06,2003-08-07,1 days
3.0,B,Lightning,43.94333333,-115.9891667,ID,2006-09-06,2006-09-07,1 days
3.0,B,Lightning,31.90472222,-80.93888889,GA,2004-05-11,2004-05-25,14 days
2.0,B,Lightning,48.05694444,-113.7222222,MT,2003-07-01,2003-07-06,5 days
2.0,B,Lightning,47.24833333,-115.6533333,ID,1998-08-21,1998-08-23,2 days
1116.3,F,Lightning,45.68047,-105.1537,MT,2012-08-13,2012-08-15,2 days
75.0,C,Lightning,44.2464,-119.5428,OR,2012-06-24,2012-06-27,3 days
7379.0,G,Lightning,45.18333333,-105.8833333,MT,1992-09-24,1992-10-15,21 days
6080.0,G,Lightning,45.44166667,-115.9883333,ID,1992-08-18,1992-08-29,11 days
13925.0,G,Lightning,45.51333333,-115.8166667,ID,1992-08-18,1992-11-03,77 days
23654.0,G,Lightning,45.47833333,-115.635,ID,1992-08-20,1992-11-03,75 days
3150.0,F,Lightning,33.39166667,-108.225,NM,1992-09-28,1992-12-24,87 days
29000.0,G,Lightning,33.31666667,-108.4166667,NM,1992-06-03,1992-08-29,87 days
6000.0,G,Lightning,33.18333333,-108.5833333,NM,1992-06-23,1992-08-29,67 days
4000.0,F,Lightning,33.36666667,-108.5666667,NM,1992-06-24,1992-08-29,66 days
177544.0,G,Lightning,43.48,-115.68833329999998,ID,1992-08-19,1992-09-10,22 days
4130.0,F,Lightning,43.56666667,-115.9266667,ID,1992-06-11,1992-06-13,2 days
8310.0,G,Lightning,44.40333333,-115.325,ID,1992-07-31,1992-08-10,10 days
38200.0,G,Lightning,41.81666667,-115.6666667,NV,1992-08-02,1992-08-11,9 days
17500.0,G,Lightning,45.01333333,-116.81,ID,1992-08-19,1992-08-25,6 days
6500.0,G,Lightning,45.24666667,-116.1783333,ID,1992-08-20,1992-09-07,18 days
3340.0,F,Lightning,45.36666667,-114.3,ID,1992-08-01,1992-08-13,12 days
9500.0,G,Lightning,42.12138889,-114.17555559999998,ID,1992-08-21,1992-08-26,5 days
8800.0,G,Lightning,37.55,-119.095,CA,1992-08-20,1992-09-16,27 days
10706.0,G,Lightning,42.26,-120.96833329999998,OR,1992-09-15,1992-09-22,7 days
6985.0,G,Lightning,48.1282,-119.2461,WA,1992-06-25,1992-06-28,3 days
4940.0,F,Lightning,48.2149,-119.3111,WA,1992-06-25,1992-06-28,3 days
3250.0,F,Lightning,48.2449,-119.2678,WA,1992-06-25,1992-06-28,3 days
3390.0,F,Lightning,66.5161,-155.736,AK,1992-06-19,1992-07-21,32 days
25600.0,G,Lightning,66.1828,-152.386,AK,1992-06-23,1992-08-28,66 days
3130.0,F,Lightning,65.9163,-147.6692,AK,1992-06-29,1992-09-17,80 days
4530.0,F,Lightning,65.7163,-146.5025,AK,1992-07-02,1992-08-20,49 days
4570.0,F,Lightning,65.7329,-146.6358,AK,1992-07-02,1992-09-17,77 days
35090.0,G,Lightning,67.3997,-144.636,AK,1992-07-19,1992-09-17,60 days
9507.0,G,Lightning,44.29857,-116.78051,ID,1992-06-28,1992-06-29,1 days
20000.0,G,Lightning,43.4499,-115.8843,ID,1992-08-19,1992-08-29,10 days
12677.0,G,Lightning,42.2999,-115.4342,ID,1992-08-19,1992-08-23,4 days
12265.0,G,Lightning,42.1999,-112.7841,ID,1992-08-02,1992-08-08,6 days
7000.0,G,Lightning,42.1333,-112.8675,ID,1992-08-03,1992-08-09,6 days
39562.0,G,Lightning,43.0666,-112.1175,ID,1992-08-03,1992-08-07,4 days
7080.0,G,Lightning,43.0499,-113.1842,ID,1992-09-03,1992-09-04,1 days
149250.0,G,Lightning,43.0666,-113.9009,ID,1992-08-02,1992-08-06,4 days
25039.0,G,Lightning,43.4499,-114.4175,ID,1992-08-02,1992-08-06,4 days
9819.0,G,Lightning,43.1332,-113.5842,ID,1992-08-03,1992-08-06,3 days
19225.0,G,Lightning,43.2332,-113.5675,ID,1992-08-03,1992-08-07,4 days
13202.0,G,Lightning,40.6499,-115.9842,NV,1992-08-02,1992-08-06,4 days
5500.0,G,Lightning,41.9832,-114.2175,NV,1992-08-02,1992-08-07,5 days
9980.0,G,Lightning,45.0832,-121.0345,OR,1992-07-18,1992-07-24,6 days
4800.0,F,Lightning,32.39666667,-110.5716667,AZ,1993-06-15,1993-06-19,4 days
13820.0,G,Lightning,33.41666667,-108.1666667,NM,1993-05-21,1993-08-20,91 days
14700.0,G,Lightning,33.66666667,-107.78333329999998,NM,1993-05-21,1993-08-20,91 days
4200.0,F,Lightning,33.31666667,-107.8016667,NM,1993-05-28,1993-08-20,84 days
32000.0,G,Lightning,33.08333333,-108.5,NM,1993-05-14,1993-07-31,78 days
3200.0,F,Lightning,33.355,-108.4133333,NM,1993-05-21,1993-07-14,54 days
11000.0,G,Lightning,33.25166667,-108.38,NM,1993-05-21,1993-07-31,71 days
6400.0,G,Lightning,33.39666667,-108.495,NM,1993-05-24,1993-07-14,51 days
3200.0,F,Lightning,33.37333333,-108.50333329999998,NM,1993-07-16,1993-08-17,32 days
4300.0,F,Lightning,35.96166667,-105.7916667,NM,1993-06-15,1993-07-15,30 days
3094.0,F,Lightning,33.83333333,-111.35,AZ,1993-08-01,1993-08-04,3 days
35696.0,G,Lightning,32.46333333,-110.3866667,AZ,1993-06-15,1993-06-20,5 days
23501.0,G,Lightning,61.3159,-159.4857,AK,1993-06-02,1993-06-10,8 days
11250.0,G,Lightning,62.816,-157.8024,AK,1993-06-02,1993-06-16,14 days
36250.0,G,Lightning,65.7995,-149.7192,AK,1993-06-04,1993-09-03,91 days
5180.0,G,Lightning,63.9828,-153.66899999999998,AK,1993-06-04,1993-06-16,12 days
47494.0,G,Lightning,66.1164,-142.8692,AK,1993-06-06,1993-09-08,94 days
21210.0,G,Lightning,65.2663,-143.6357,AK,1993-06-15,1993-09-10,87 days
26200.0,G,Lightning,65.5662,-151.8859,AK,1993-06-30,1993-08-18,49 days
16740.0,G,Lightning,69.7828,-158.3699,AK,1993-07-03,1993-08-17,45 days
28010.0,G,Lightning,61.766000000000005,-155.9357,AK,1993-07-12,1993-08-23,42 days
10723.0,G,Lightning,66.583,-146.2026,AK,1993-07-14,1993-09-08,56 days
215360.0,G,Lightning,65.8997,-143.6358,AK,1993-07-14,1993-09-10,58 days
20942.0,G,Lightning,67.4497,-144.0694,AK,1993-07-15,1993-09-08,55 days
7870.0,G,Lightning,64.7328,-152.3191,AK,1993-07-16,1993-08-18,33 days
5810.0,G,Lightning,67.1663,-147.8194,AK,1993-07-16,1993-09-08,54 days
7200.0,G,Lightning,64.7662,-151.2691,AK,1993-07-16,1993-09-03,49 days
5530.0,G,Lightning,64.1997,-141.0856,AK,1993-07-16,1993-09-08,54 days
4470.0,F,Lightning,65.8329,-147.4025,AK,1993-07-17,1993-09-09,54 days
3344.0,F,Lightning,66.0663,-145.5859,AK,1993-07-17,1993-09-08,53 days
11550.0,G,Lightning,61.4326,-159.91899999999998,AK,1993-07-19,1993-08-05,17 days
3410.0,F,Lightning,64.2494,-157.6358,AK,1993-07-19,1993-08-19,31 days
4100.0,F,Lightning,62.7163,-142.2022,AK,1993-07-19,1993-09-10,53 days
4800.0,F,Lightning,64.0994,-157.1358,AK,1993-07-20,1993-08-19,30 days
3200.0,F,Lightning,63.4828,-152.7356,AK,1993-07-21,1993-08-13,23 days
3300.0,F,Lightning,64.166,-156.8358,AK,1993-07-21,1993-08-19,29 days
82370.0,G,Lightning,69.8495,-159.2199,AK,1993-07-22,1993-08-18,27 days
5960.0,G,Lightning,65.6997,-142.2691,AK,1993-07-22,1993-09-10,50 days
7406.6,G,Lightning,36.5166,-113.9508,AZ,1993-06-20,1993-06-23,3 days
4824.0,F,Lightning,33.8334,-113.3174,AZ,1993-07-14,1993-07-19,5 days
16000.0,G,Lightning,35.7333,-120.151,CA,1993-06-20,1993-06-20,0 days
8360.0,G,Lightning,35.2,-117.1675,CA,1993-08-27,1993-08-28,1 days
5954.0,G,Lightning,37.2,-114.6675,NV,1993-08-07,1993-08-10,3 days
3200.0,F,Lightning,36.6833,-114.1341,NV,1993-08-09,1993-08-19,10 days
8900.0,G,Lightning,32.1334,-105.8172,NM,1993-06-01,1993-06-06,5 days
14103.0,G,Lightning,32.1501,-105.7839,NM,1993-06-01,1993-06-06,5 days
3252.0,F,Lightning,32.4501,-105.7172,NM,1993-06-01,1993-06-05,4 days
4115.0,F,Lightning,32.3001,-105.8172,NM,1993-06-01,1993-06-06,5 days
27181.0,G,Lightning,31.5334,-108.6506,NM,1993-06-09,1993-06-12,3 days
11856.0,G,Lightning,32.5501,-107.1672,NM,1993-06-16,1993-06-21,5 days
4244.0,F,Lightning,32.2168,-107.9339,NM,1993-07-10,1993-07-10,0 days
9000.0,G,Lightning,33.5501,-106.7339,NM,1993-07-11,1993-07-12,1 days
3500.0,F,Lightning,33.3668,-104.7672,NM,1993-05-25,1993-05-25,0 days
3182.0,F,Lightning,38.653,-112.7752,UT,1993-07-09,1993-07-11,2 days
11249.0,G,Lightning,63.6828,-151.0856,AK,1993-06-03,1993-09-03,92 days
3554.0,F,Lightning,63.9162,-150.119,AK,1993-07-28,1993-08-20,23 days
3494.7,F,Lightning,29.18468,-103.65319,TX,1993-05-31,1993-06-10,10 days
8212.0,G,Lightning,46.44666667,-114.95333329999998,ID,1994-08-02,1994-10-20,79 days
3078.0,F,Lightning,46.43666667,-114.5,ID,1994-08-13,1994-09-03,21 days
3507.0,F,Lightning,47.95166667,-113.2716667,MT,1994-08-05,1994-10-02,58 days
8497.0,G,Lightning,47.71,-113.3316667,MT,1994-08-16,1994-10-02,47 days
10610.0,G,Lightning,48.30333333,-114.8333333,MT,1994-08-15,1994-09-11,27 days
12500.0,G,Lightning,45.67,-109.9916667,MT,1994-09-08,1994-09-14,6 days
9000.0,G,Lightning,48.75333333,-115.4883333,MT,1994-08-15,1994-10-20,66 days
3500.0,F,Lightning,48.80833333,-115.34166670000002,MT,1994-08-15,1994-10-10,56 days
3245.0,F,Lightning,48.43333333,-115.6666667,MT,1994-08-15,1994-09-04,20 days
5897.0,G,Lightning,48.48833333,-115.7133333,MT,1994-08-15,1994-10-01,47 days
8203.0,G,Lightning,47.425,-114.76,MT,1994-07-26,1994-08-05,10 days
3430.0,F,Lightning,45.28666667,-116.54,ID,1994-08-03,1994-08-23,20 days
7150.0,G,Lightning,43.86666667,-104.6916667,WY,1994-08-16,1994-08-18,2 days
3190.0,F,Lightning,39.965,-107.475,CO,1994-07-12,1994-07-27,15 days
3294.0,F,Lightning,33.6,-109.0866667,AZ,1994-04-23,1994-05-11,18 days
6000.0,G,Lightning,33.81833333,-107.5983333,NM,1994-04-07,1994-07-31,115 days
22200.0,G,Lightning,33.70166667,-107.4616667,NM,1994-06-05,1994-07-30,55 days
27720.0,G,Lightning,31.90666667,-109.3033333,AZ,1994-06-28,1994-07-30,32 days
11809.0,G,Lightning,32.93833333,-110.23,AZ,1994-06-22,1994-07-20,28 days
5153.0,G,Lightning,32.26833333,-110.45333329999998,AZ,1994-07-01,1994-07-09,8 days
14590.0,G,Lightning,32.19,-110.49833329999998,AZ,1994-07-06,1994-07-24,18 days
5500.0,G,Lightning,33.02333333,-109.0366667,NM,1994-05-25,1994-06-16,22 days
6250.0,G,Lightning,33.09833333,-107.9016667,NM,1994-06-14,1994-07-30,46 days
5133.0,G,Lightning,33.74333333,-105.6833333,NM,1994-06-29,1994-09-10,73 days
4966.0,F,Lightning,32.69666667,-105.755,NM,1994-06-03,1994-06-18,15 days
4321.0,F,Lightning,34.28166667,-112.315,AZ,1994-06-28,1994-07-06,8 days
4763.0,F,Lightning,34.22333333,-112.2116667,AZ,1994-06-28,1994-07-06,8 days
5760.0,G,Lightning,33.77166667,-111.0,AZ,1994-06-29,1994-07-12,13 days
146400.0,G,Lightning,43.78166667,-115.62833329999998,ID,1994-07-28,1994-10-08,72 days
4600.0,F,Lightning,43.90166667,-112.47,ID,1994-08-07,1994-08-18,11 days
13400.0,G,Lightning,44.72333333,-115.6516667,ID,1994-08-08,1994-10-30,83 days
7848.0,G,Lightning,44.51833333,-114.8516667,ID,1994-08-10,1994-09-12,33 days
12031.0,G,Lightning,39.43333333,-112.21666670000002,UT,1994-08-02,1994-08-13,11 days
3200.0,F,Lightning,41.71666667,-115.51666670000002,NV,1994-07-28,1994-07-31,3 days
115659.0,G,Lightning,45.115,-116.1783333,ID,1994-08-02,1994-10-31,90 days
8300.0,G,Lightning,45.04166667,-115.9733333,ID,1994-08-04,1994-10-31,88 days
55890.0,G,Lightning,44.95666667,-116.005,ID,1994-08-03,1994-10-31,89 days
4150.0,F,Lightning,45.41666667,-114.8833333,ID,1994-08-11,1994-10-14,64 days
12568.0,G,Lightning,45.305,-115.42,ID,1994-08-11,1994-10-31,81 days
3549.0,F,Lightning,45.27666667,-115.44,ID,1994-08-11,1994-10-31,81 days
84677.0,G,Lightning,45.295,-115.48166670000002,ID,1994-08-11,1994-10-31,81 days
4670.0,F,Lightning,42.30888889,-114.47,ID,1994-07-29,1994-07-31,2 days
10500.0,G,Lightning,41.61666667,-111.35666670000002,UT,1994-08-04,1994-08-08,4 days
3640.0,F,Lightning,41.83333333,-111.4333333,UT,1994-08-01,1994-08-11,10 days
28953.0,G,Lightning,41.635,-123.6383333,CA,1994-07-22,1994-08-10,19 days
7015.0,G,Lightning,41.365,-123.15,CA,1994-09-19,1994-10-12,23 days
44683.0,G,Lightning,40.135,-121.6783333,CA,1994-09-18,1994-10-10,22 days
20901.0,G,Lightning,33.63666667,-116.5083333,CA,1994-07-01,1994-07-10,9 days
5179.0,G,Lightning,35.455,-118.7133333,CA,1994-06-27,1994-07-02,5 days
5757.2,G,Lightning,43.87,-118.7566667,OR,1994-08-27,1994-09-05,9 days
5780.0,G,Lightning,44.12333333,-118.3083333,OR,1994-08-28,1994-09-03,6 days
8900.0,G,Lightning,48.78166667,-119.98166670000002,WA,1994-07-24,1994-08-30,37 days
4380.0,F,Lightning,48.665,-120.37666670000002,WA,1994-08-04,1994-08-15,11 days
6998.0,G,Lightning,42.13666667,-123.725,OR,1994-07-21,1994-08-18,28 days
11081.0,G,Lightning,45.03333333,-118.525,OR,1994-08-10,1994-08-22,12 days
5700.0,G,Lightning,45.69833333,-117.035,OR,1994-08-28,1994-09-03,6 days
7449.0,G,Lightning,45.375,-116.73,OR,1994-08-28,1994-09-06,9 days
22330.0,G,Lightning,42.08666667,-117.0533333,OR,1994-08-28,1994-09-29,32 days
7517.0,G,Lightning,45.29,-116.6483333,ID,1994-08-28,1994-09-07,10 days
140000.0,G,Lightning,47.83333333,-120.3333333,WA,1994-07-24,1994-10-31,99 days
3241.0,F,Lightning,47.79,-120.805,WA,1994-07-26,1994-08-08,13 days
12060.0,G,Lightning,47.65166667,-120.765,WA,1994-07-24,1994-10-31,99 days
10580.0,G,Lightning,48.70444444,-118.4733333,WA,1994-07-31,1994-08-19,19 days
7494.0,G,Lightning,47.3541,-114.4635,MT,1994-08-15,1994-08-19,4 days
3237.0,F,Lightning,46.2907,-121.2395,WA,1994-07-24,1994-08-15,22 days
5600.0,G,Lightning,46.0512,-120.8295,WA,1994-07-24,1994-08-07,14 days
3554.0,F,Lightning,45.25,-108.534,MT,1994-08-10,1994-08-15,5 days
7271.0,G,Lightning,37.1167,-107.9642,CO,1994-07-13,1994-08-04,22 days
10250.0,G,Lightning,35.9869,-113.8727,AZ,1994-07-01,1994-07-05,4 days
6520.0,G,Lightning,64.7328,-152.5691,AK,1994-06-06,1994-07-15,39 days
8240.2,G,Lightning,66.0828,-151.536,AK,1994-06-08,1994-07-15,37 days
12000.0,G,Lightning,66.2161,-157.6193,AK,1994-06-08,1994-06-28,20 days
6219.0,G,Lightning,67.1329,-150.5527,AK,1994-06-08,1994-07-21,43 days
14000.0,G,Lightning,65.8328,-155.6526,AK,1994-06-09,1994-06-28,19 days
5650.0,G,Lightning,63.3327,-158.4191,AK,1994-06-09,1994-07-12,33 days
16300.0,G,Lightning,65.6162,-151.3692,AK,1994-06-10,1994-07-18,38 days
3440.0,F,Lightning,61.5827,-155.41899999999998,AK,1994-06-13,1994-07-22,39 days
43329.7,G,Lightning,62.7827,-155.41899999999998,AK,1994-06-13,1994-09-22,101 days
3710.0,F,Lightning,65.1995,-150.6192,AK,1994-06-13,1994-07-21,38 days
3680.0,F,Lightning,65.0327,-155.5192,AK,1994-06-14,1994-07-07,23 days
4130.0,F,Lightning,61.716,-155.5523,AK,1994-06-14,1994-07-08,24 days
22420.0,G,Lightning,63.8329,-145.2856,AK,1994-06-14,1994-10-04,112 days
8045.0,G,Lightning,62.5663,-142.3355,AK,1994-06-15,1994-09-09,86 days
13800.0,G,Lightning,66.5996,-146.7693,AK,1994-07-01,1994-09-13,74 days
30600.0,G,Lightning,66.5497,-142.0526,AK,1994-07-29,1994-09-13,46 days
4250.0,F,Lightning,65.2663,-146.0358,AK,1994-08-06,1994-09-01,26 days
9050.0,G,Lightning,63.1997,-141.5355,AK,1994-08-07,1994-09-09,33 days
3887.0,F,Lightning,35.6833,-114.2175,AZ,1994-06-27,1994-06-30,3 days
21276.0,G,Lightning,35.5667,-114.4675,AZ,1994-06-27,1994-06-30,3 days
5000.0,G,Lightning,34.9167,-114.2508,AZ,1994-08-13,1994-08-19,6 days
3297.0,F,Lightning,31.6668,-109.5173,AZ,1994-07-02,1994-07-10,8 days
9497.0,G,Lightning,34.5333,-115.2008,CA,1994-06-28,1994-07-03,5 days
3625.0,F,Lightning,39.2166,-108.9007,CO,1994-07-12,1994-07-16,4 days
3848.0,F,Lightning,38.85,-107.6839,CO,1994-07-04,1994-07-08,4 days
3308.0,F,Lightning,42.10563,-115.13591,ID,1994-07-29,1994-07-31,2 days
5111.0,G,Lightning,43.24833,-116.07285,ID,1994-08-20,1994-08-20,0 days
13940.0,G,Lightning,42.7369,-113.4014,ID,1994-07-27,1994-07-28,1 days
31395.0,G,Lightning,42.0427,-112.4369,ID,1994-07-27,1994-08-08,12 days
11188.0,G,Lightning,41.1499,-115.9342,NV,1994-07-16,1994-07-20,4 days
8941.0,G,Lightning,41.4166,-116.6009,NV,1994-07-17,1994-07-21,4 days
16000.0,G,Lightning,41.8999,-114.2675,NV,1994-07-23,1994-07-28,5 days
3353.0,F,Lightning,40.9999,-114.8009,NV,1994-08-05,1994-08-09,4 days
5700.0,G,Lightning,36.2167,-114.2175,NV,1994-06-28,1994-06-30,2 days
43000.0,G,Lightning,37.25,-114.8008,NV,1994-07-01,1994-07-07,6 days
24175.0,G,Lightning,41.2999,-117.746,NV,1994-07-31,1994-08-02,2 days
10000.0,G,Lightning,33.8834,-106.0672,NM,1994-06-11,1994-06-13,2 days
13804.0,G,Lightning,32.2834,-107.1672,NM,1994-06-27,1994-07-15,18 days
9000.0,G,Lightning,32.0668,-105.9172,NM,1994-06-29,1994-07-18,19 days
5200.0,G,Lightning,33.9334,-105.9672,NM,1994-06-30,1994-07-09,9 days
11500.0,G,Lightning,33.5334,-106.8339,NM,1994-07-22,1994-07-24,2 days
3255.0,F,Lightning,33.6784,-104.7605,NM,1994-07-02,1994-07-04,2 days
3230.0,F,Lightning,33.2851,-104.9289,NM,1994-07-02,1994-07-04,2 days
5847.0,G,Lightning,33.8568,-104.8655,NM,1994-08-06,1994-08-07,1 days
4889.0,F,Lightning,42.0782,-118.5943,OR,1994-07-22,1994-07-25,3 days
10400.0,G,Lightning,45.4165,-120.8678,OR,1994-07-09,1994-07-15,6 days
4000.0,F,Lightning,44.6832,-119.6678,OR,1994-07-10,1994-07-13,3 days
7000.0,G,Lightning,45.6498,-120.5178,OR,1994-07-24,1994-07-27,3 days
10050.0,G,Lightning,43.3999,-120.5011,OR,1994-07-26,1994-07-30,4 days
7000.0,G,Lightning,45.6499,-119.9845,OR,1994-08-02,1994-08-06,4 days
13800.0,G,Lightning,45.1665,-120.3345,OR,1994-08-04,1994-08-07,3 days
44140.0,G,Lightning,43.3665,-118.101,OR,1994-08-02,1994-08-09,7 days
10700.0,G,Lightning,38.3666,-112.8675,UT,1994-07-30,1994-08-02,3 days
8600.0,G,Lightning,38.6166,-112.8508,UT,1994-07-27,1994-08-06,10 days
6500.0,G,Lightning,40.3249,-112.8491,UT,1994-05-26,1994-05-27,1 days
13235.0,G,Lightning,40.2999,-112.7841,UT,1994-07-02,1994-07-08,6 days
3600.0,F,Lightning,40.8833,-112.7675,UT,1994-07-05,1994-07-08,3 days
12837.0,G,Lightning,39.9666,-112.4841,UT,1994-08-04,1994-08-11,7 days
3083.0,F,Lightning,39.9499,-113.8675,UT,1994-08-04,1994-09-11,38 days
3073.0,F,Lightning,48.8999,-119.6012,WA,1994-08-03,1994-08-05,2 days
4800.0,F,Lightning,48.5832,-119.4678,WA,1994-08-04,1994-08-08,4 days
3630.0,F,Lightning,42.2666,-105.2672,WY,1994-06-30,1994-07-06,6 days
13400.0,G,Lightning,44.7666,-106.5339,WY,1994-08-22,1994-08-25,3 days
8055.0,G,Lightning,48.74367,-114.06689,MT,1994-08-12,1994-11-30,110 days
3954.0,F,Lightning,48.96763,-114.36123,MT,1994-08-14,1994-11-30,108 days
3774.0,F,Lightning,29.33353,-103.16711,TX,1994-07-09,1994-07-17,8 days
6250.0,G,Lightning,31.98053,-104.88544,TX,1994-06-08,1994-06-16,8 days
4728.0,F,Lightning,44.59995,-110.26742,WY,1994-08-06,1994-09-30,55 days
8482.0,G,Lightning,44.21659,-111.08411,ID,1994-09-09,1994-10-14,35 days
3560.0,F,Lightning,37.6663,-119.51638,CA,1994-08-09,1994-08-19,10 days
11067.0,G,Lightning,47.683,-108.183,MT,1994-08-03,1994-08-12,9 days
3650.0,F,Lightning,32.75,-106.55,NM,1994-07-01,1994-07-04,3 days
7910.0,G,Lightning,41.6253,-119.298,NV,1994-07-17,1994-07-21,4 days
3600.0,F,Lightning,32.66871125,-110.6926487,AZ,1994-06-28,1994-06-30,2 days
6885.0,G,Lightning,41.87944444,-100.4841667,NE,1995-04-15,1995-04-16,1 days
19725.0,G,Lightning,33.545,-109.14,AZ,1995-07-17,1995-08-28,42 days
3750.0,F,Lightning,33.445,-109.28,AZ,1995-06-27,1995-08-10,44 days
10000.0,G,Lightning,33.39833333,-108.1333333,NM,1995-04-07,1995-07-15,99 days
29000.0,G,Lightning,33.185,-107.8516667,NM,1995-06-27,1995-07-20,23 days
7691.0,G,Lightning,33.25833333,-108.5683333,NM,1995-07-21,1995-08-19,29 days
4300.0,F,Lightning,32.97333333,-108.3066667,NM,1995-09-20,1995-11-01,42 days
22092.0,G,Lightning,33.95,-111.5833333,AZ,1995-07-07,1995-07-15,8 days
7000.0,G,Lightning,34.15,-112.02,AZ,1995-07-30,1995-08-01,2 days
11034.0,G,Lightning,40.51,-115.3683333,NV,1995-08-06,1995-08-12,6 days
3090.0,F,Lightning,41.43666667,-112.02,UT,1995-08-16,1995-08-19,3 days
3048.0,F,Lightning,47.85666667,-91.605,MN,1995-06-09,1995-08-03,55 days
4300.0,F,Lightning,32.7834,-111.784,AZ,1995-06-26,1995-06-26,0 days
6687.0,G,Lightning,35.785,-113.7858,AZ,1995-07-07,1995-07-10,3 days
6060.0,G,Lightning,66.3661,-154.7526,AK,1995-07-15,1995-09-12,59 days
8500.0,G,Lightning,65.3329,-147.8025,AK,1995-07-17,1995-08-18,32 days
3759.0,F,Lightning,36.5833,-113.8008,AZ,1995-06-02,1995-06-04,2 days
5034.0,G,Lightning,36.2,-113.8508,AZ,1995-06-28,1995-07-05,7 days
8682.0,G,Lightning,36.5833,-113.9008,AZ,1995-06-30,1995-07-05,5 days
6445.0,G,Lightning,36.0167,-113.9841,AZ,1995-06-30,1995-07-03,3 days
3800.0,F,Lightning,35.8,-114.3175,AZ,1995-07-08,1995-07-10,2 days
6000.0,G,Lightning,34.2,-112.034,AZ,1995-07-30,1995-08-01,2 days
3842.0,F,Lightning,42.7332,-115.5176,ID,1995-07-06,1995-07-07,1 days
30237.0,G,Lightning,42.7399,-115.0842,ID,1995-07-28,1995-08-01,4 days
11622.0,G,Lightning,43.38306,-116.42594,ID,1995-07-28,1995-07-29,1 days
64193.0,G,Lightning,42.5282,-115.4642,ID,1995-07-29,1995-08-01,3 days
13456.0,G,Lightning,42.3532,-115.3876,ID,1995-07-29,1995-08-01,3 days
4312.0,F,Lightning,42.3099,-115.5626,ID,1995-07-29,1995-08-01,3 days
3140.0,F,Lightning,42.8691,-115.1848,ID,1995-07-29,1995-07-31,2 days
15234.0,G,Lightning,42.4549,-115.0159,ID,1995-07-30,1995-08-03,4 days
4291.0,F,Lightning,43.3616,-113.1942,ID,1995-09-02,1995-09-03,1 days
3500.0,F,Lightning,42.9618,-114.8667,ID,1995-07-28,1995-07-29,1 days
3643.0,F,Lightning,42.7166,-113.4175,ID,1995-07-29,1995-07-31,2 days
5478.0,G,Lightning,43.0166,-113.7509,ID,1995-08-22,1995-08-23,1 days
3657.0,F,Lightning,40.4499,-116.2842,NV,1995-07-20,1995-07-21,1 days
22890.0,G,Lightning,40.3833,-116.3676,NV,1995-07-21,1995-07-25,4 days
23750.0,G,Lightning,40.9166,-116.9009,NV,1995-09-16,1995-09-20,4 days
8600.0,G,Lightning,40.4282,-117.5209,NV,1995-07-29,1995-07-31,2 days
4405.0,F,Lightning,40.8799,-117.8424,NV,1995-09-16,1995-09-19,3 days
7059.0,G,Lightning,40.7202,-117.8996,NV,1995-09-16,1995-09-19,3 days
5940.0,G,Lightning,33.8501,-104.9839,NM,1995-05-15,1995-05-16,1 days
14000.0,G,Lightning,42.6385,-117.5365,OR,1995-07-09,1995-07-11,2 days
